generic_name,kind,severity,field,status,requires_user_approval,summary,sources,current_value,proposed_value
lorazepam,proposed_row_update,medium,fda_black_box_warning_source,proposed,False,DailyMed is not permissible for the FDA black-box-warning field; the FDA accessdata label supports the current warning text.,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/018140s051lbl.pdf,"FDA/DailyMed SPL; status=boxed_warning_found; setid=5fc0e987-61c9-40c4-b0d5-fcea07c8733e; published=Apr 10, 2023; title=ATIVAN (LORAZEPAM) INJECTION [HIKMA PHARMACEUTICALS USA INC.]; url=https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5fc0e987-61c9-40c4-b0d5-fcea07c8733e","FDA/Drugs@FDA label; status=boxed_warning_found; NDA=018140; Reference ID=5109772; title=ATIVAN Injection (lorazepam injection, USP); revised=Jan 2023; url=https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/018140s051lbl.pdf"
lorazepam,proposed_row_update,medium,fda_black_box_warning_verified,proposed,False,Boxed warning was rechecked against an FDA label source during this audit.,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/018140s051lbl.pdf,05-20-2026,05-21-2026
lorazepam,proposed_row_update,medium,evidence_sources,proposed,False,Replaces non-trusted/impermissible source names with trusted source categories that support the checked cells.,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/017794s049lbl.pdf; https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/018140s051lbl.pdf; https://www.accessdata.fda.gov/drugsatfda_docs/label/2009/079244lbl.PDF; https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/214826s003lbl.pdf; https://pubmed.ncbi.nlm.nih.gov/11547716/; https://clinicaltrials.gov/study/NCT00004297,Wikipedia anticonvulsant drug-class list; American Epilepsy Society 2024 U.S. ASM summary; Sills and Rogawski 2020 ASM mechanism review; FDA/DailyMed labeling,FDA/Drugs@FDA labeling (Ativan tablets NDA 017794; Ativan injection NDA 018140; Loreev XR NDA 214826; lorazepam oral concentrate ANDA 079244); PubMed/NCBI RCT records; ClinicalTrials.gov NCT00004297
lorazepam,proposed_row_update,medium,mechanism_source,proposed,False,FDA labeling directly supports the GABA-benzodiazepine receptor mechanism used in the row; AES was not verified from a trusted URL in this audit.,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/018140s051lbl.pdf,American Epilepsy Society 2024 U.S. ASM summary; Sills and Rogawski 2020 ASM mechanism review,FDA Ativan Injection label
lorazepam,proposed_row_update,critical,adverse_symptoms_percentages,proposed,True,Corrects the FDA-labeled common adverse event percentages and replaces unsupported respiratory depression 3%.,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/017794s049lbl.pdf,"CNS: sedation 16%, CNS: dizziness 7%, constitutional: weakness 4%, respiratory: respiratory depression 3%","CNS: sedation 15.9%, CNS: dizziness 6.9%, constitutional: weakness 4.2%, CNS: unsteadiness 3.4%"
lorazepam,proposed_row_update,medium,formulations_available,proposed,False,Adds FDA-approved Loreev XR extended-release capsule formulation.,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/214826s003lbl.pdf; https://www.accessdata.fda.gov/drugsatfda_docs/nda/2022/214826Orig1s000Approv.pdf,Tablet; oral concentrate; IV/IM injection,Tablet; oral concentrate; IV/IM injection; extended-release capsule
lorazepam,proposed_row_update,medium,filter_formulation,proposed,False,Derived filter should include the FDA-approved Loreev XR extended-release capsule formulation.,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/214826s003lbl.pdf,IV/IM injection; Liquid; Tablet,Capsule; IV/IM injection; Liquid; Tablet
lorazepam,proposed_row_update,medium,maximum_approved_daily_dose,proposed,False,FDA labels provide more precise acute status epilepticus and oral dosing limits than the current vague wording.,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/018140s051lbl.pdf; https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/017794s049lbl.pdf,Acute seizure dosing individualized,Status epilepticus: 4 mg IV slowly; may repeat 4 mg IV once after 10-15 minutes if seizures continue or recur; experience with further doses is very limited. Oral anxiety labeling: 1-10 mg/day.
lorazepam,proposed_row_update,medium,minimum_effective_dose,proposed,False,Clarifies that lorazepam does not have a chronic epilepsy minimum effective dose and cites the FDA status epilepticus regimen.,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/018140s051lbl.pdf,Acute seizure/status dosing individualized,"No chronic epilepsy minimum effective dose; status epilepticus adult FDA-labeled regimen is 4 mg IV slowly, with one repeat 4 mg dose after 10-15 minutes if needed."
lorazepam,proposed_row_update,critical,pubmed_phase_ii_iii_rct_links,proposed,True,Walker1984 is placebo-controlled and randomized but not verified as phase II/III. Alldredge2001 is the missing placebo-controlled lorazepam status epilepticus RCT associated with phase III NCT00004297.,https://pubmed.ncbi.nlm.nih.gov/6378615/; https://pubmed.ncbi.nlm.nih.gov/11547716/; https://clinicaltrials.gov/study/NCT00004297,Walker1984|https://pubmed.ncbi.nlm.nih.gov/6378615/,Alldredge2001|https://pubmed.ncbi.nlm.nih.gov/11547716/
lorazepam,proposed_row_update,critical,rct_pubmed_verification_notes,proposed,True,Corrects the retained/rejected RCT interpretation and documents the extractable acute endpoint separately from RR50/MPC/seizure freedom.,https://pubmed.ncbi.nlm.nih.gov/6378615/; https://pubmed.ncbi.nlm.nih.gov/11547716/; https://clinicaltrials.gov/study/NCT00004297,PubMed loop 29/65 on 2026-05-15: 1 qualifying placebo-controlled randomized clinical trial report(s) retained from 11 PubMed candidate(s). Links were rebuilt from fetched PubMed PMID metadata and named FirstAuthorYear. Differential effectiveness columns summarize extractable maximum effective dose/regimen values within qualifying RCT reports.,"Audit 2026-05-21: Walker1984 PMID 6378615 is a lorazepam double-blind placebo-controlled crossover clinical trial but is not verified as phase II/III. Alldredge2001 PMID 11547716 is a randomized double-blind lorazepam/diazepam/placebo out-of-hospital status epilepticus trial associated with phase III NCT00004297 and should be included if this field is restricted to phase II/III placebo-controlled RCTs. RR50, MPC, and standard seizure-freedom endpoints remain not extractable; Alldredge2001 reports acute status-termination 59.1% lorazepam vs 21.1% placebo."
lorazepam,proposed_row_update,medium,mechanism_source_tier,proposed,False,The reviewed trusted source directly supporting the mechanism is FDA labeling; AES was not cited from a trusted source URL in this audit bundle.,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/018140s051lbl.pdf,AES/FDA summary,FDA labeling
mephenytoin,fact_check,high,alternate_generic_names,missing,False,NCBI MeSH lists these as Mephenytoin entry terms. They should be captured as aliases rather than separate drug rows.,https://www.ncbi.nlm.nih.gov/mesh?Cmd=DetailsSearch&Db=mesh&Term=%22Mephenytoin%22%5BMeSH%20Terms%5D,,Methoin; methyl phenetoin; mefenetoin; 5-ethyl-3-methyl-5-phenylhydantoin; Phenantoin
mephenytoin,fact_check,high,pubmed_search_aliases,missing,False,The PubMed search alias list should include the NCBI MeSH entry terms so alias-only literature is not missed.,https://www.ncbi.nlm.nih.gov/mesh?Cmd=DetailsSearch&Db=mesh&Term=%22Mephenytoin%22%5BMeSH%20Terms%5D,Mesantoin,Mesantoin; Methoin; methyl phenetoin; mefenetoin; Phenantoin; 5-ethyl-3-methyl-5-phenylhydantoin
mephenytoin,fact_check,high,mechanism_of_action,missing,False,"The current FDA/Orange Book source does not provide a mechanism, but NCBI/PubMed sources support a limited non-label mechanism entry rather than N/A.",https://pubchem.ncbi.nlm.nih.gov/compound/Mephenytoin; https://pubmed.ncbi.nlm.nih.gov/32120063/,N/A - no current FDA/DailyMed label located; FDA Orange Book confirms historical U.S. product approval/listing but does not provide mechanism of action.,"Hydantoin-class antiseizure drug; exact drug-specific mechanism is limited, but mephenytoin/hydantoin sources describe reduced high-frequency neuronal firing through voltage-gated sodium-channel effects."
mephenytoin,fact_check,high,mechanism_source,incorrect,False,"Orange Book supports product identity, not mechanism. Mechanism should cite the NCBI/PubMed pharmacology sources if populated.",https://pubchem.ncbi.nlm.nih.gov/compound/Mephenytoin; https://pubmed.ncbi.nlm.nih.gov/32120063/,FDA Orange Book products file,NCBI PubChem pharmacology records; Sills and Rogawski 2020 ASM mechanism review
mephenytoin,fact_check,high,half_life_range,missing,False,"The FDA label is unavailable, but NCBI/PubMed-indexed pharmacokinetic evidence and PubChem report half-life values; the N/A value is missing available evidence.",https://pubmed.ncbi.nlm.nih.gov/42344/; https://pubchem.ncbi.nlm.nih.gov/compound/Mephenytoin,N/A - no current FDA/DailyMed label located and FDA Orange Book product listing does not provide half-life.,Mephenytoin approximately 7 hours; active metabolite 5-ethyl-5-phenylhydantoin/nirvanol approximately 96 hours (reported range about 95-144 hours).
mephenytoin,fact_check,high,major_organ_for_metabolism,missing,False,"PubMed/PMC literature identifies CYP2C19-mediated mephenytoin metabolism, so the metabolism field should not remain N/A solely because a current FDA label is unavailable.",https://pmc.ncbi.nlm.nih.gov/articles/PMC2014478/; https://pubmed.ncbi.nlm.nih.gov/9435198/; https://pubchem.ncbi.nlm.nih.gov/compound/Mephenytoin,N/A - no current FDA/DailyMed label located and FDA Orange Book product listing does not provide metabolism information.,"Hepatic CYP metabolism, especially CYP2C19-mediated S-mephenytoin hydroxylation; additional CYP enzymes are reported in NCBI/PubChem records."
mephenytoin,fact_check,medium,adverse_symptoms_percentages,missing_source,True,No adverse-event percentages are supported by the cited FDA sources. The embedded '0%' is not an evidence-based adverse-event percentage and should be removed if the field is intended to contain sourced percentages.,https://open.fda.gov/apis/drug/label/; https://www.fda.gov/drugs/drug-approvals-and-databases/orange-book-data-files,N/A 0%: no current FDA/DailyMed label identified; FDA Orange Book product listing does not provide adverse-event percentages.,N/A: no current FDA/openFDA label identified; FDA Orange Book product listing does not provide adverse-event percentages.
mephenytoin,fact_check,high,evidence_sources,incorrect,False,"DailyMed should not be used for the boxed-warning field, and the row needs NCBI/PubMed sources for aliases, mechanism, half-life, metabolism, and RCT absence.",https://www.fda.gov/drugs/drug-approvals-and-databases/orange-book-data-files; https://open.fda.gov/apis/drug/label/; https://www.ncbi.nlm.nih.gov/mesh?Cmd=DetailsSearch&Db=mesh&Term=%22Mephenytoin%22%5BMeSH%20Terms%5D; https://pubchem.ncbi.nlm.nih.gov/compound/Mephenytoin; https://pubmed.ncbi.nlm.nih.gov/?term=%28mephenytoin%20OR%20Mesantoin%29%20epilepsy%20placebo%20randomized,FDA Orange Book products file; FDA/DailyMed labeling,FDA Orange Book products file; FDA/openFDA labeling; NCBI MeSH; NCBI PubChem; PubMed/NCBI literature search
mephenytoin,black_box_warning,high,fda_black_box_warning,incorrect,False,"Underlying no-current-label conclusion is consistent with the provided FDA/openFDA audit finding, but DailyMed is not permissible for the boxed-warning field. Use FDA/openFDA wording only.",https://open.fda.gov/apis/drug/label/; https://api.fda.gov/drug/label.json?search=openfda.generic_name:%22MEPHENYTOIN%22&limit=1; https://api.fda.gov/drug/label.json?search=openfda.brand_name:%22MESANTOIN%22&limit=1,No current FDA/DailyMed label identified. Source: FDA/DailyMed search on 05-20-2026: no current label found for terms [mephenytoin; Mesantoin].,No current FDA/openFDA label identified. Source: FDA/openFDA label API search on 05-20-2026: no current FDA label found for terms [mephenytoin; Mesantoin].
mephenytoin,proposed_row_update,medium,evidence_sources,proposed,False,"DailyMed is not allowed for the boxed-warning field, and additional NCBI/PubMed sources are needed for aliases, mechanism, PK/metabolism, and RCT absence.",https://www.fda.gov/drugs/drug-approvals-and-databases/orange-book-data-files; https://open.fda.gov/apis/drug/label/; https://www.ncbi.nlm.nih.gov/mesh?Cmd=DetailsSearch&Db=mesh&Term=%22Mephenytoin%22%5BMeSH%20Terms%5D; https://pubchem.ncbi.nlm.nih.gov/compound/Mephenytoin; https://pubmed.ncbi.nlm.nih.gov/?term=%28mephenytoin%20OR%20Mesantoin%29%20epilepsy%20placebo%20randomized,FDA Orange Book products file; FDA/DailyMed labeling,FDA Orange Book products file; FDA/openFDA labeling; NCBI MeSH; NCBI PubChem; PubMed/NCBI literature search
mephenytoin,proposed_row_update,medium,fda_black_box_warning_source,proposed,False,"FDA boxed-warning verification must use FDA/openFDA, FDA label, or Drugs@FDA sources only.",https://open.fda.gov/apis/drug/label/; https://api.fda.gov/drug/label.json?search=openfda.generic_name:%22MEPHENYTOIN%22&limit=1; https://api.fda.gov/drug/label.json?search=openfda.brand_name:%22MESANTOIN%22&limit=1,FDA/DailyMed search on 05-20-2026: no current label found for terms [mephenytoin; Mesantoin].,FDA/openFDA label API search on 05-20-2026: no current FDA label found for terms [mephenytoin; Mesantoin].
mephenytoin,proposed_row_update,medium,mechanism_source,proposed,False,FDA Orange Book product data do not support mechanism of action.,https://pubchem.ncbi.nlm.nih.gov/compound/Mephenytoin; https://pubmed.ncbi.nlm.nih.gov/32120063/,FDA Orange Book products file,NCBI PubChem pharmacology records; Sills and Rogawski 2020 ASM mechanism review
mephenytoin,proposed_row_update,medium,alternate_generic_names,proposed,False,Important NCBI MeSH aliases are missing.,https://www.ncbi.nlm.nih.gov/mesh?Cmd=DetailsSearch&Db=mesh&Term=%22Mephenytoin%22%5BMeSH%20Terms%5D,,Methoin; methyl phenetoin; mefenetoin; 5-ethyl-3-methyl-5-phenylhydantoin; Phenantoin
mephenytoin,proposed_row_update,medium,pubmed_search_aliases,proposed,False,Add MeSH entry terms to improve PubMed retrieval.,https://www.ncbi.nlm.nih.gov/mesh?Cmd=DetailsSearch&Db=mesh&Term=%22Mephenytoin%22%5BMeSH%20Terms%5D,Mesantoin,Mesantoin; Methoin; methyl phenetoin; mefenetoin; Phenantoin; 5-ethyl-3-methyl-5-phenylhydantoin
mephenytoin,proposed_row_update,medium,evidence_sources,proposed,False,"Replace DailyMed wording for FDA boxed-warning compliance and add sources that support aliases, mechanism, PK/metabolism, and RCT absence.",https://www.fda.gov/drugs/drug-approvals-and-databases/orange-book-data-files; https://open.fda.gov/apis/drug/label/; https://www.ncbi.nlm.nih.gov/mesh?Cmd=DetailsSearch&Db=mesh&Term=%22Mephenytoin%22%5BMeSH%20Terms%5D; https://pubchem.ncbi.nlm.nih.gov/compound/Mephenytoin; https://pubmed.ncbi.nlm.nih.gov/?term=%28mephenytoin%20OR%20Mesantoin%29%20epilepsy%20placebo%20randomized,FDA Orange Book products file; FDA/DailyMed labeling,FDA Orange Book products file; FDA/openFDA labeling; NCBI MeSH; NCBI PubChem; PubMed/NCBI literature search
mephenytoin,proposed_row_update,medium,fda_black_box_warning,proposed,False,DailyMed is not permissible for FDA boxed-warning verification in this audit.,https://open.fda.gov/apis/drug/label/,No current FDA/DailyMed label identified.,No current FDA/openFDA label identified.
mephenytoin,proposed_row_update,medium,fda_black_box_warning_source,proposed,False,Use FDA/openFDA source wording only for boxed-warning metadata.,https://open.fda.gov/apis/drug/label/; https://api.fda.gov/drug/label.json?search=openfda.generic_name:%22MEPHENYTOIN%22&limit=1; https://api.fda.gov/drug/label.json?search=openfda.brand_name:%22MESANTOIN%22&limit=1,FDA/DailyMed search on 05-20-2026: no current label found for terms [mephenytoin; Mesantoin].,FDA/openFDA label API search on 05-20-2026: no current FDA label found for terms [mephenytoin; Mesantoin].
mephenytoin,proposed_row_update,medium,mechanism_of_action,proposed,False,NCBI/PubMed sources support a limited mechanism entry.,https://pubchem.ncbi.nlm.nih.gov/compound/Mephenytoin; https://pubmed.ncbi.nlm.nih.gov/32120063/,N/A - no current FDA/DailyMed label located; FDA Orange Book confirms historical U.S. product approval/listing but does not provide mechanism of action.,"Hydantoin-class antiseizure drug; exact drug-specific mechanism is limited, but mephenytoin/hydantoin sources describe reduced high-frequency neuronal firing through voltage-gated sodium-channel effects."
mephenytoin,proposed_row_update,medium,mechanism_source,proposed,False,Orange Book does not support mechanism.,https://pubchem.ncbi.nlm.nih.gov/compound/Mephenytoin; https://pubmed.ncbi.nlm.nih.gov/32120063/,FDA Orange Book products file,NCBI PubChem pharmacology records; Sills and Rogawski 2020 ASM mechanism review
mephenytoin,proposed_row_update,medium,mechanism_source_tier,proposed,False,Reflects historical/non-label mechanism support.,https://pubchem.ncbi.nlm.nih.gov/compound/Mephenytoin; https://pubmed.ncbi.nlm.nih.gov/32120063/,Historical/limited,Historical/limited; NCBI/PubMed secondary pharmacology
mephenytoin,proposed_row_update,medium,half_life_range,proposed,False,PK evidence is available from PubMed-indexed/PubChem sources.,https://pubmed.ncbi.nlm.nih.gov/42344/; https://pubchem.ncbi.nlm.nih.gov/compound/Mephenytoin,N/A - no current FDA/DailyMed label located and FDA Orange Book product listing does not provide half-life.,Mephenytoin approximately 7 hours; active metabolite 5-ethyl-5-phenylhydantoin/nirvanol approximately 96 hours (reported range about 95-144 hours).
mephenytoin,proposed_row_update,medium,major_organ_for_metabolism,proposed,False,Mephenytoin is a CYP2C19 phenotype probe with documented CYP metabolism.,https://pmc.ncbi.nlm.nih.gov/articles/PMC2014478/; https://pubmed.ncbi.nlm.nih.gov/9435198/; https://pubchem.ncbi.nlm.nih.gov/compound/Mephenytoin,N/A - no current FDA/DailyMed label located and FDA Orange Book product listing does not provide metabolism information.,"Hepatic CYP metabolism, especially CYP2C19-mediated S-mephenytoin hydroxylation; additional CYP enzymes are reported in NCBI/PubChem records."
mephenytoin,proposed_row_update,medium,formulations_available,proposed,False,FDA Orange Book product data support tablet/oral and 100 mg strength.,https://www.accessdata.fda.gov/scripts/cder/ob/results_product.cfm?Appl_Type=N&Appl_No=006008; https://www.fda.gov/drugs/drug-approvals-and-databases/orange-book-data-files,Historical oral tablet (not marketed in U.S.),"Historical oral tablet, 100 mg (Mesantoin; discontinued/not marketed in U.S.)"
mephenytoin,proposed_row_update,critical,adverse_symptoms_percentages,proposed,True,No sourced adverse-event percentages were found; '0%' is unsupported as a percentage fact.,https://open.fda.gov/apis/drug/label/; https://www.fda.gov/drugs/drug-approvals-and-databases/orange-book-data-files,N/A 0%: no current FDA/DailyMed label identified; FDA Orange Book product listing does not provide adverse-event percentages.,N/A: no current FDA/openFDA label identified; FDA Orange Book product listing does not provide adverse-event percentages.
mephenytoin,proposed_row_update,medium,qt_interval_effect,proposed,False,Source wording should use FDA/openFDA rather than DailyMed.,https://open.fda.gov/apis/drug/label/; https://www.fda.gov/drugs/drug-approvals-and-databases/orange-book-data-files,N/A - no current FDA/DailyMed label located and FDA Orange Book product listing does not describe QT effect.,N/A - no current FDA/openFDA label located and FDA Orange Book product listing does not describe QT effect.
mephenytoin,proposed_row_update,medium,typical_doses_per_day,proposed,False,Source wording should use FDA/openFDA rather than DailyMed.,https://open.fda.gov/apis/drug/label/; https://www.fda.gov/drugs/drug-approvals-and-databases/orange-book-data-files,N/A - no current FDA/DailyMed label located and FDA Orange Book product listing does not provide dosing.,N/A - no current FDA/openFDA label located and FDA Orange Book product listing does not provide dosing.
mephenytoin,proposed_row_update,medium,minimum_effective_dose,proposed,False,Source wording should use FDA/openFDA rather than DailyMed.,https://open.fda.gov/apis/drug/label/; https://www.fda.gov/drugs/drug-approvals-and-databases/orange-book-data-files,N/A - no current FDA/DailyMed label located and FDA Orange Book product listing does not provide a minimum effective dose.,N/A - no current FDA/openFDA label located and FDA Orange Book product listing does not provide a minimum effective dose.
mephenytoin,proposed_row_update,medium,maximum_approved_daily_dose,proposed,False,Source wording should use FDA/openFDA rather than DailyMed.,https://open.fda.gov/apis/drug/label/; https://www.fda.gov/drugs/drug-approvals-and-databases/orange-book-data-files,N/A - no current FDA/DailyMed label located and FDA Orange Book product listing does not provide a maximum approved daily dose.,N/A - no current FDA/openFDA label located and FDA Orange Book product listing does not provide a maximum approved daily dose.
metharbital,fact_check,high,alternate_generic_names,missing,False,"Important aliases are missing. PubChem/MeSH lists endiemal, metharbitone, and methobarbitone, and PubChem depositor synonyms include metarbital. These should be captured to avoid alias-based duplicate rows/search misses.",https://pubchem.ncbi.nlm.nih.gov/compound/Metharbital,,Endiemal; metharbitone; methobarbitone; metarbital
metharbital,fact_check,high,pubmed_search_aliases,incorrect,False,Current value is incomplete for literature search. Adding common NCBI/PubChem/MeSH aliases improves PubMed recall without creating a separate drug row.,https://pubchem.ncbi.nlm.nih.gov/compound/Metharbital,Gemonil,Gemonil; Endiemal; metharbitone; methobarbitone; metarbital
metharbital,fact_check,high,evidence_sources,incorrect,False,"DailyMed should not be used for boxed-warning verification, and the row now needs an explicit NCBI/PubChem alias source. openFDA is the appropriate FDA label-search source for the no-current-label finding.",https://www.fda.gov/drugs/drug-approvals-and-databases/orange-book-data-files; https://open.fda.gov/apis/drug/label/; https://pubchem.ncbi.nlm.nih.gov/compound/Metharbital,FDA Orange Book products file; FDA/DailyMed labeling,FDA Orange Book products file; FDA/openFDA labeling API; NCBI PubChem/MeSH aliases
metharbital,fact_check,high,mechanism_of_action,incorrect,False,"The substantive N/A mechanism conclusion is supported by absence of a current FDA label and Orange Book field limitations, but source wording should be FDA/openFDA rather than FDA/DailyMed.",https://open.fda.gov/apis/drug/label/; https://www.fda.gov/drugs/drug-approvals-and-databases/orange-book-data-files,N/A - no current FDA/DailyMed label located; FDA Orange Book confirms historical U.S. product approval/listing but does not provide mechanism of action.,N/A - no current FDA/openFDA label located; FDA Orange Book confirms historical U.S. product approval/listing but does not provide mechanism of action.
metharbital,black_box_warning,high,fda_black_box_warning,incorrect,False,"Substantive no-current-FDA-label finding is plausible, but boxed-warning verification must cite FDA/openFDA, FDA label, or Drugs@FDA only. DailyMed should not appear in this boxed-warning field.",https://open.fda.gov/apis/drug/label/; https://api.fda.gov/drug/label.json,No current FDA/DailyMed label identified.,No current FDA/openFDA label identified.
metharbital,proposed_row_update,medium,evidence_sources,proposed,False,Current source list cites DailyMed despite boxed-warning policy and omits alias source coverage.,https://www.fda.gov/drugs/drug-approvals-and-databases/orange-book-data-files; https://open.fda.gov/apis/drug/label/; https://pubchem.ncbi.nlm.nih.gov/compound/Metharbital,FDA Orange Book products file; FDA/DailyMed labeling,FDA Orange Book products file; FDA/openFDA labeling API; NCBI PubChem/MeSH aliases
metharbital,proposed_row_update,medium,fda_black_box_warning_source,proposed,False,FDA-only source wording required for boxed-warning verification.,https://open.fda.gov/apis/drug/label/; https://api.fda.gov/drug/label.json,FDA/DailyMed search on 05-20-2026: no current label found for terms [metharbital; Gemonil].,FDA/openFDA label API search on 05-20-2026: no current FDA label found for terms [metharbital; Gemonil].
metharbital,proposed_row_update,medium,alternate_generic_names,proposed,False,Add important aliases supported by NCBI/PubChem/MeSH.,https://pubchem.ncbi.nlm.nih.gov/compound/Metharbital,,Endiemal; metharbitone; methobarbitone; metarbital
metharbital,proposed_row_update,medium,pubmed_search_aliases,proposed,False,Improve PubMed recall and alias deduplication.,https://pubchem.ncbi.nlm.nih.gov/compound/Metharbital,Gemonil,Gemonil; Endiemal; metharbitone; methobarbitone; metarbital
metharbital,proposed_row_update,medium,evidence_sources,proposed,False,Replace DailyMed boxed-warning source dependency and add alias source coverage.,https://www.fda.gov/drugs/drug-approvals-and-databases/orange-book-data-files; https://open.fda.gov/apis/drug/label/; https://pubchem.ncbi.nlm.nih.gov/compound/Metharbital,FDA Orange Book products file; FDA/DailyMed labeling,FDA Orange Book products file; FDA/openFDA labeling API; NCBI PubChem/MeSH aliases
metharbital,proposed_row_update,medium,fda_black_box_warning,proposed,False,"Boxed-warning field must use FDA/openFDA, FDA labels, or Drugs@FDA only.",https://open.fda.gov/apis/drug/label/; https://api.fda.gov/drug/label.json,No current FDA/DailyMed label identified.,No current FDA/openFDA label identified.
metharbital,proposed_row_update,medium,fda_black_box_warning_source,proposed,False,DailyMed is not permissible for boxed-warning verification; use FDA/openFDA source wording.,https://open.fda.gov/apis/drug/label/; https://api.fda.gov/drug/label.json,FDA/DailyMed search on 05-20-2026: no current label found for terms [metharbital; Gemonil].,FDA/openFDA label API search on 05-20-2026: no current FDA label found for terms [metharbital; Gemonil].
methsuximide,fact_check,high,alternate_generic_names,missing,False,NCBI LiverTox states methsuximide is also called mesuximide. This alias should be captured to avoid duplicate-row treatment.,https://www.ncbi.nlm.nih.gov/books/NBK548535/,,mesuximide
methsuximide,fact_check,critical,trade_names,incorrect,True,"Celontin is the proprietary/brand name; methsuximide is the established generic name already captured in generic_name, not a separate trade name.",https://www.accessdata.fda.gov/drugsatfda_docs/label/2010/010596s22lbl.pdf; https://www.ncbi.nlm.nih.gov/books/NBK548535/,Celontin; Methsuximide,Celontin
methsuximide,fact_check,high,pubmed_search_aliases,missing,False,Mesuximide is a documented alternate name and should be included as a search alias.,https://www.ncbi.nlm.nih.gov/books/NBK548535/,Celontin,Celontin; mesuximide
methsuximide,fact_check,medium,mechanism_source,missing_source,False,The mechanism is supported by FDA labeling; DailyMed should not be the named source when FDA/accessdata and openFDA sources are available.,https://www.accessdata.fda.gov/drugsatfda_docs/label/2010/010596s22lbl.pdf; https://api.fda.gov/drug/label.json?search=openfda.spl_set_id%3A%2264a6ee88-c6b1-4e13-8208-b6772ef65a74%22&limit=5,FDA/DailyMed labeling,FDA Drugs@FDA/accessdata labeling; FDA/openFDA labeling
methsuximide,fact_check,critical,adverse_symptoms_percentages,incorrect,True,The current statement is directionally supported but the '0%' prefix is misleading and the list omits several labeled adverse reactions.,https://www.accessdata.fda.gov/drugsatfda_docs/label/2010/010596s22lbl.pdf,"N/A 0%: FDA label lists nausea/vomiting, anorexia, diarrhea, weight loss, epigastric/abdominal pain, constipation, drowsiness, ataxia/dizziness, irritability/nervousness, headache, blurred vision, photophobia, hiccups, insomnia, confusion, depression, psychosis, urticaria, SJS, rash, and blood dyscrasias without quantified incidence percentages.","N/A: FDA labeling reports adverse reactions without incidence percentages. Listed reactions include GI symptoms, hematologic abnormalities/blood dyscrasias, neurologic and sensory symptoms, psychiatric abnormalities including rare psychosis/suicidal behavior/auditory hallucinations, dermatologic reactions including Stevens-Johnson syndrome, hyperemia, proteinuria/microscopic hematuria, and periorbital edema."
methsuximide,fact_check,high,filter_symptom_category,missing,False,"FDA labeling also lists hyperemia, proteinuria/microscopic hematuria, and periorbital edema.",https://www.accessdata.fda.gov/drugsatfda_docs/label/2010/010596s22lbl.pdf,CNS; Dermatologic; GI; Hematologic; Neurologic; Psychiatric,CNS; Dermatologic; GI; Hematologic; Neurologic; Psychiatric; Cardiovascular; Genitourinary; General/Other
methsuximide,fact_check,high,half_life_range,missing,False,"The FDA label caveat is true, but a trusted PubMed pharmacology source provides half-life values for the principal plasma substance/active metabolite, so N/A is incomplete.",https://pubmed.ncbi.nlm.nih.gov/6403891/; https://www.accessdata.fda.gov/drugsatfda_docs/label/2010/010596s22lbl.pdf,N/A - selected FDA/DailyMed label does not provide a half-life value; label notes an active N-desmethylmethsuximide metabolite in overdose.,Active metabolite N-desmethylmethsuximide: accumulation half-life 49.7 hours and elimination half-life 72.2 hours in PubMed PMID 6403891; FDA labeling notes active N-desmethylmethsuximide in overdose but does not provide half-life.
methsuximide,fact_check,critical,major_organ_for_metabolism,missing,True,"The label-only limitation is true, but NCBI provides a trusted source for hepatic metabolism.",https://www.ncbi.nlm.nih.gov/books/NBK548535/; https://www.accessdata.fda.gov/drugsatfda_docs/label/2010/010596s22lbl.pdf,N/A - selected FDA/DailyMed label does not identify a major metabolic organ; label notes active N-desmethylmethsuximide metabolite and advises liver/renal caution.,Hepatic/liver; NCBI LiverTox states methsuximide is metabolized in the liver via the cytochrome P450 system (CYP3A4). FDA labeling notes active N-desmethylmethsuximide in overdose and advises liver/renal caution.
methsuximide,fact_check,critical,filter_metabolism,incorrect,True,"NCBI LiverTox identifies liver metabolism via CYP3A4, so the filter should not remain limited/unknown.",https://www.ncbi.nlm.nih.gov/books/NBK548535/,Limited/unknown,Hepatic
