id,severity,kind,generic_name,source,column,safe_to_apply,requires_approval,summary,evidence_url,current_value,proposed_value
new_pubmed_phase_ii_iii_rct-efda04b48f2e,high,new_pubmed_phase_ii_iii_rct,vigabatrin,PubMed,pubmed_phase_ii_iii_rct_links,True,False,New qualifying placebo-controlled randomized phase II/III ASM trial report: Effects of differing dosages of vigabatrin (Sabril) on cognitive abilities and quality of life in epilepsy.,https://pubmed.ncbi.nlm.nih.gov/7821274/,Kalita2025|https://pubmed.ncbi.nlm.nih.gov/41500178/; Bebin2023|https://pubmed.ncbi.nlm.nih.gov/37638552/; Bruni2000|https://pubmed.ncbi.nlm.nih.gov/10777431/; Dean1999|https://pubmed.ncbi.nlm.nih.gov/9924905/; Appleton1999|https://pubmed.ncbi.nlm.nih.gov/10565592/; Beran1996|https://pubmed.ncbi.nlm.nih.gov/8952010/; Jackson1994|https://pubmed.ncbi.nlm.nih.gov/7957035/; Grunewald1994|https://pubmed.ncbi.nlm.nih.gov/8089668/; Gillham1993|https://pubmed.ncbi.nlm.nih.gov/8270925/; PMID1992|https://pubmed.ncbi.nlm.nih.gov/1483856/; Cosi1989|https://pubmed.ncbi.nlm.nih.gov/2757911/; Cosi1988|https://pubmed.ncbi.nlm.nih.gov/3130253/; Tassinari1987|https://pubmed.ncbi.nlm.nih.gov/2887152/; Tartara1986|https://pubmed.ncbi.nlm.nih.gov/3536469/; Loiseau1986|https://pubmed.ncbi.nlm.nih.gov/3514204/; Rimmer1984|https://pubmed.ncbi.nlm.nih.gov/6141335/,Dodrill1995|https://pubmed.ncbi.nlm.nih.gov/7821274/
new_pubmed_phase_ii_iii_rct-48da107d2354,high,new_pubmed_phase_ii_iii_rct,vigabatrin,PubMed,pubmed_phase_ii_iii_rct_links,True,False,New qualifying placebo-controlled randomized phase II/III ASM trial report: Evaluation of the effects of vigabatrin on cognitive abilities and quality of life in epilepsy.,https://pubmed.ncbi.nlm.nih.gov/8255447/,Kalita2025|https://pubmed.ncbi.nlm.nih.gov/41500178/; Bebin2023|https://pubmed.ncbi.nlm.nih.gov/37638552/; Bruni2000|https://pubmed.ncbi.nlm.nih.gov/10777431/; Dean1999|https://pubmed.ncbi.nlm.nih.gov/9924905/; Appleton1999|https://pubmed.ncbi.nlm.nih.gov/10565592/; Beran1996|https://pubmed.ncbi.nlm.nih.gov/8952010/; Jackson1994|https://pubmed.ncbi.nlm.nih.gov/7957035/; Grunewald1994|https://pubmed.ncbi.nlm.nih.gov/8089668/; Gillham1993|https://pubmed.ncbi.nlm.nih.gov/8270925/; PMID1992|https://pubmed.ncbi.nlm.nih.gov/1483856/; Cosi1989|https://pubmed.ncbi.nlm.nih.gov/2757911/; Cosi1988|https://pubmed.ncbi.nlm.nih.gov/3130253/; Tassinari1987|https://pubmed.ncbi.nlm.nih.gov/2887152/; Tartara1986|https://pubmed.ncbi.nlm.nih.gov/3536469/; Loiseau1986|https://pubmed.ncbi.nlm.nih.gov/3514204/; Rimmer1984|https://pubmed.ncbi.nlm.nih.gov/6141335/,Dodrill1993|https://pubmed.ncbi.nlm.nih.gov/8255447/
rct_pubmed_concordance_problem-fddc41c5c7f9,high,rct_pubmed_concordance_problem,vigabatrin,PubMed,pubmed_phase_ii_iii_rct_links,False,True,Existing RCT link may be assigned to the wrong drug or may not meet the phase II/III placebo-controlled randomized epilepsy criteria: title lacks primary randomized/placebo/phase trial language.,https://pubmed.ncbi.nlm.nih.gov/9924905/,Dean1999|https://pubmed.ncbi.nlm.nih.gov/9924905/,update_check on 07-12-2026: PMID 9924905 needs manual review for vigabatrin; PubMed validation reason: title lacks primary randomized/placebo/phase trial language.
trade_name_addition-80b09f4bc87e,medium,trade_name_addition,carbamazepine,FDA/openFDA,trade_names,True,False,Source labels mention trade name(s) not present in CSV: Carbamazepine.,https://api.fda.gov/drug/label.json?search=indications_and_usage%3A%22epilepsy%22&limit=100,Carbatrol; Curatil; Epitol; Equetro; Tegretol; Tegretol Prolonged Release; Tegretol-XR,Carbamazepine
trade_name_addition-d7fbe265b120,medium,trade_name_addition,clobazam,FDA/openFDA,trade_names,True,False,Source labels mention trade name(s) not present in CSV: Clobazam.,https://api.fda.gov/drug/label.json?search=indications_and_usage%3A%22lennox-gastaut%22&limit=100,Frisium; Onfi; Perizam; Sympazan; Tapclob; Zacco,Clobazam
trade_name_addition-9d9fdd5fe630,medium,trade_name_addition,clonazepam,FDA/openFDA,trade_names,True,False,Source labels mention trade name(s) not present in CSV: Clonazepam.,https://api.fda.gov/drug/label.json?search=indications_and_usage%3A%22seizure%22&limit=100,Klonopin; Rivotril,Clonazepam
trade_name_addition-380a63bc09f2,medium,trade_name_addition,diazepam,FDA/openFDA,trade_names,True,False,Source labels mention trade name(s) not present in CSV: Diazepam.,https://api.fda.gov/drug/label.json?search=indications_and_usage%3A%22status+epilepticus%22&limit=100,Diastat; Diastat AcuDial; Libervant; Valtoco; Valium,Diazepam
trade_name_addition-eecdc77cd0e9,medium,trade_name_addition,everolimus,FDA/openFDA,trade_names,True,False,Source labels mention trade name(s) not present in CSV: Everolimus.,https://api.fda.gov/drug/label.json?search=indications_and_usage%3A%22partial-onset+seizures%22&limit=100,Afinitor; Afinitor Disperz; Votubia; Zortress,Everolimus
trade_name_addition-51c562e53f69,medium,trade_name_addition,felbamate,FDA/openFDA,trade_names,True,False,Source labels mention trade name(s) not present in CSV: Felbamate.,https://api.fda.gov/drug/label.json?search=indications_and_usage%3A%22lennox-gastaut%22&limit=100,Felbatol; Taloxa,Felbamate
trade_name_addition-619f37758614,medium,trade_name_addition,fosphenytoin,FDA/openFDA,trade_names,True,False,Source labels mention trade name(s) not present in CSV: Fosphenytoin sodium.,https://api.fda.gov/drug/label.json?search=indications_and_usage%3A%22status+epilepticus%22&limit=100,Cerebyx; Pro-Epanutin; Sesquient,Fosphenytoin sodium
trade_name_addition-66aae1378305,medium,trade_name_addition,gabapentin,FDA/openFDA,trade_names,True,False,Source labels mention trade name(s) not present in CSV: Gabapentin.,https://api.fda.gov/drug/label.json?search=indications_and_usage%3A%22epilepsy%22&limit=100,Gralise; Neurontin,Gabapentin
trade_name_addition-d6d72b750501,medium,trade_name_addition,lacosamide,FDA/openFDA,trade_names,True,False,Source labels mention trade name(s) not present in CSV: LACOSAMIDE.,https://api.fda.gov/drug/label.json?search=indications_and_usage%3A%22partial-onset+seizures%22&limit=100,Motpoly XR; Vimpat,LACOSAMIDE
trade_name_addition-589b0cceb967,medium,trade_name_addition,lamotrigine,FDA/openFDA,trade_names,True,False,Source labels mention trade name(s) not present in CSV: Lamotrigine.,https://api.fda.gov/drug/label.json?search=indications_and_usage%3A%22epilepsy%22&limit=100,Lamictal; Lamictal CD; Lamictal ODT; Lamictal XR; Logem,Lamotrigine
trade_name_addition-387ee4518629,medium,trade_name_addition,levetiracetam,FDA/openFDA,trade_names,True,False,Source labels mention trade name(s) not present in CSV: Levetiracetam.,https://api.fda.gov/drug/label.json?search=indications_and_usage%3A%22epilepsy%22&limit=100,Desitrend; Eltam; Elepsia XR; Keppra; Keppra XR; Roweepra; Roweepra XR; Spritam,Levetiracetam
trade_name_addition-b9b43c47fc78,medium,trade_name_addition,lorazepam,FDA/openFDA,trade_names,True,False,Source labels mention trade name(s) not present in CSV: Lorazepam.,https://api.fda.gov/drug/label.json?search=indications_and_usage%3A%22status+epilepticus%22&limit=100,Ativan; Loreev XR,Lorazepam
trade_name_addition-a3cf54269cd5,medium,trade_name_addition,oxcarbazepine,FDA/openFDA,trade_names,True,False,Source labels mention trade name(s) not present in CSV: OXCARBAZEPINE.,https://api.fda.gov/drug/label.json?search=indications_and_usage%3A%22partial-onset+seizures%22&limit=100,Oxtellar XR; Trileptal,OXCARBAZEPINE
trade_name_addition-38974123d586,medium,trade_name_addition,pregabalin,FDA/openFDA,trade_names,True,False,Source labels mention trade name(s) not present in CSV: PREGABALIN.,https://api.fda.gov/drug/label.json?search=indications_and_usage%3A%22partial-onset+seizures%22&limit=100,Alzain; Lyrica; Lyrica CR; Misabri PR,PREGABALIN
trade_name_addition-c2f2f0a16dd3,medium,trade_name_addition,topiramate,FDA/openFDA,trade_names,True,False,Source labels mention trade name(s) not present in CSV: Topiramate.,https://api.fda.gov/drug/label.json?search=indications_and_usage%3A%22epilepsy%22&limit=100,Eprontia; Qudexy XR; Topamax; Topamax Sprinkle; Trokendi XR,Topiramate
trade_name_addition-a8472b310f45,medium,trade_name_addition,valproic acid,FDA/openFDA,trade_names,True,False,Source labels mention trade name(s) not present in CSV: Divalproex Sodium.,https://api.fda.gov/drug/label.json?search=indications_and_usage%3A%22epilepsy%22&limit=100,Convulex; Depacon; Depakene; Depakine; Depakote; Depakote CP; Depakote ER; Depakote Sprinkle Capsules; Depakote Sprinkles; Depakyn; Dyzantil; Epilim Chrono; Epilim Chronosphere; Epival; Stavzor; Valproate Sodium; Depamide,Divalproex Sodium
trade_name_addition-f93cdba993e7,medium,trade_name_addition,valproic acid,FDA/openFDA,trade_names,True,False,Source labels mention trade name(s) not present in CSV: Valproic Acid.,https://api.fda.gov/drug/label.json?search=indications_and_usage%3A%22seizure%22&limit=100,Convulex; Depacon; Depakene; Depakine; Depakote; Depakote CP; Depakote ER; Depakote Sprinkle Capsules; Depakote Sprinkles; Depakyn; Dyzantil; Epilim Chrono; Epilim Chronosphere; Epival; Stavzor; Valproate Sodium; Depamide,Valproic Acid
trade_name_addition-442b609d32cd,medium,trade_name_addition,zonisamide,FDA/openFDA,trade_names,True,False,Source labels mention trade name(s) not present in CSV: Zonisamide.,https://api.fda.gov/drug/label.json?search=indications_and_usage%3A%22epilepsy%22&limit=100,Desizon; Zonegran; Zonisade,Zonisamide
source_error-05128d12cce6,warning,source_error,,FDA/openFDA,,False,False,offline mode and no cached response for https://api.fda.gov/drug/label.json?search=active_ingredient%3A%22acetazolamide%22&limit=10,https://open.fda.gov/apis/drug/label/,,
source_error-04081c906f39,warning,source_error,,PubMed,,False,False,offline mode and no cached response for https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&retmode=json&retmax=500&sort=pub+date&term=%28%28%22acetazolamide%22%5BTitle%2FAbstract%5D+OR+%22acetazolamide%22%5BAll+Fields%5D+OR+%22acetazolamide+sodium%22%5BTitle%2FAbstract%5D+OR+%22acetazolamide+sodium%22%5BAll+Fields%5D+OR+%22Diamox%22%5BTitle%2FAbstract%5D+OR+%22Diamox%22%5BAll+Fields%5D+OR+%22Diamox+Sequels%22%5BTitle%2FAbstract%5D+OR+%22Diamox+Sequels%22%5BAll+Fields%5D%29+AND+%28%22epilepsy%22%5BTitle%2FAbstract%5D+OR+%22epilepsies%22%5BTitle%2FAbstract%5D+OR+%22epileptic%22%5BTitle%2FAbstract%5D+OR+%22seizure%22%5BTitle%2FAbstract%5D+OR+%22seizures%22%5BTitle%2FAbstract%5D+OR+%22infantile+spasm%22%5BTitle%2FAbstract%5D+OR+%22infantile+spasms%22%5BTitle%2FAbstract%5D+OR+%22lennox%22%5BTitle%2FAbstract%5D+OR+%22dravet%22%5BTitle%2FAbstract%5D+OR+%22status+epilepticus%22%5BTitle%2FAbstract%5D+OR+%22tuberous+sclerosis%22%5BTitle%2FAbstract%5D%29+AND+%28%22placebo%22%5BTitle%2FAbstract%5D+OR+%22placebo-controlled%22%5BTitle%2FAbstract%5D+OR+%22placebo+controlled%22%5BTitle%2FAbstract%5D%29+AND+%28%22randomized%22%5BTitle%2FAbstract%5D+OR+%22randomised%22%5BTitle%2FAbstract%5D+OR+%22randomly%22%5BTitle%2FAbstract%5D+OR+%22randomized+controlled+trial%22%5BPublication+Type%5D+OR+%22random+allocation%22%5BMeSH+Terms%5D+OR+%22double-blind%22%5BTitle%2FAbstract%5D+OR+%22double+blind%22%5BTitle%2FAbstract%5D%29+AND+%28%22clinical+trial%22%5BPublication+Type%5D+OR+%22controlled+clinical+trial%22%5BPublication+Type%5D+OR+%22randomized+controlled+trial%22%5BPublication+Type%5D+OR+%22clinical+trial%2C+phase+ii%22%5BPublication+Type%5D+OR+%22clinical+trial%2C+phase+iii%22%5BPublication+Type%5D+OR+%22phase+2%22%5BTitle%2FAbstract%5D+OR+%22phase+II%22%5BTitle%2FAbstract%5D+OR+%22phase+3%22%5BTitle%2FAbstract%5D+OR+%22phase+III%22%5BTitle%2FAbstract%5D+OR+%22trial%22%5BTitle%2FAbstract%5D%29+NOT+%28%22review%22%5BPublication+Type%5D+OR+%22meta-analysis%22%5BPublication+Type%5D+OR+%22systematic+review%22%5BPublication+Type%5D%29%29,https://www.ncbi.nlm.nih.gov/books/NBK25501/,,
